Data_OEE_ALL_Date,Data_OEE_ALL_Project,Data_OEE_ALL_Team,Data_OEE_ALL_OEE,Data_OEE_ALL_OEE_J1_G4,Data_OEE_ALL_Performance,Data_OEE_ALL_Availability,Data_OEE_ALL_Availability_J1_G4,Data_OEE_ALL_Quality,Data_OEE_ALL_Planned_DT,Data_OEE_ALL_Unplanned_DT,Data_OEE_ALL_UPD_J1_G4_,Data_OEE_ALL_Scrap_m,Data_OEE_ALL_DT_h,Data_OEE_ALL_Standard_Time_h,Data_OEE_ALL_Set_upTime,Data_OEE_ALL_Quantity_Psc,Data_OEE_ALL_Batch_size_Pcs
3/9/2023 12:00:00 AM,PSA,PSA 3,0.328,0.4173,0.7567,0.4335,0.5515,0.9972,0.205,0.3618,0.1881,1777.675,244.75,141.7,6.84,305974,697
3/9/2023 12:00:00 AM,SysApp,Mouguina,0.2816,0.5326,0.6783,0.4152,0.7851,0.9948,0.073,0.5121,0.0774,377.111,60.82,29.29,3.69,72964,1197
3/9/2023 12:00:00 AM,SysApp,Riahi,0.2241,0.5378,0.7233,0.3098,0.7435,0.9968,0.078,0.6122,0.0691,183.274,71.78,23.3,6.21,54214,1154
3/10/2023 12:00:00 AM,CV,AKIL,0.1851,0.2232,0.5892,0.3141,0.3788,0.9983,0.36,0.3257,0.1867,79.55,49.39,13.32,3.26,37518,111
3/10/2023 12:00:00 AM,CV,BOUFDILI,0.2601,0.283,0.641,0.4058,0.4415,0.998,0.398,0.1961,0.1254,103.246,42.78,18.73,2.92,46569,109
3/10/2023 12:00:00 AM,CV,OMAR,0.2277,0.2659,0.6652,0.3423,0.3998,0.9974,0.31,0.3478,0.2382,143.864,47.36,16.39,3.58,42764,166
3/10/2023 12:00:00 AM,PSA,PSA 1,0.2717,0.3416,0.7347,0.3698,0.4649,0.9955,0.222,0.4085,0.2563,1250.215,272.26,117.36,7.82,245413,538
3/10/2023 12:00:00 AM,PSA,PSA 2,0.2371,0.3342,0.7069,0.3354,0.4727,0.9972,0.244,0.4202,0.1828,1363.375,287.11,102.43,8.79,201771,509
3/10/2023 12:00:00 AM,PSA,PSA 3,0.3438,0.431,0.7504,0.4581,0.5743,0.9976,0.212,0.3296,0.1596,1369.315,234.08,148.53,7.6,333988,775
3/10/2023 12:00:00 AM,SysApp,Mouguina,0.233,0.5024,0.6704,0.3475,0.7493,0.9912,0.07,0.5825,0.0998,485.895,67.86,24.23,4.43,62735,996
3/10/2023 12:00:00 AM,SysApp,Riahi,0.2367,0.5052,0.7091,0.3338,0.7123,0.9961,0.109,0.5575,0.0555,147.695,69.29,24.62,8.5,58831,1226
3/11/2023 12:00:00 AM,CV,OMAR,0.2825,0.3149,0.6775,0.4169,0.4648,0.998,0.306,0.2776,0.1947,132.11,41.98,20.34,3.82,53915,224
3/11/2023 12:00:00 AM,PSA,PSA 1,0.25,0.3399,0.6779,0.3688,0.5014,0.997,0.213,0.4183,0.2092,1278.93,272.68,108.01,9.23,223349,578
3/11/2023 12:00:00 AM,SysApp,Riahi,0.1853,0.4019,0.6976,0.2656,0.5761,0.9948,0.165,0.5691,0.0655,141.022,76.38,19.27,20.26,47977,1200
3/12/2023 12:00:00 AM,CV,OMAR,0.281,0.3174,0.7356,0.382,0.4314,0.9985,0.337,0.281,0.1879,106.38,44.5,20.23,5.19,52854,279
3/12/2023 12:00:00 AM,PSA,PSA 1,0.2705,0.3825,0.6964,0.3885,0.5493,0.9982,0.175,0.4367,0.2035,865.405,264.17,116.87,7.67,244976,723
3/13/2023 12:00:00 AM,CV,AKIL,0.2478,0.2925,0.6928,0.3577,0.4222,0.9962,0.361,0.281,0.1513,201.809,46.25,17.84,5.8,46500,217
3/13/2023 12:00:00 AM,CV,BOUFDILI,0.3469,0.38,0.7261,0.4778,0.5234,0.9975,0.338,0.184,0.106,195.697,37.6,24.98,4.47,63289,289
3/13/2023 12:00:00 AM,CV,OMAR,0.3026,0.3401,0.7025,0.4307,0.4842,0.9978,0.299,0.2705,0.1799,146.12,40.99,21.78,5.27,57212,339
3/13/2023 12:00:00 AM,PSA,PSA 1,0.3141,0.4018,0.7305,0.43,0.5501,0.9984,0.206,0.3645,0.187,920.17,246.25,135.69,6.32,291353,639
3/13/2023 12:00:00 AM,PSA,PSA 2,0.2182,0.3425,0.6916,0.3155,0.4953,0.9968,0.193,0.4913,0.2015,1288.62,295.69,94.27,9.63,184052,502
3/13/2023 12:00:00 AM,PSA,PSA 3,0.2941,0.3862,0.7471,0.3936,0.5169,0.9971,0.215,0.3915,0.2009,1525.94,261.97,127.04,7.77,261195,591
3/13/2023 12:00:00 AM,SysApp,Mouguina,0.3329,0.9324,1.8286,0.1821,0.5099,0.9967,0.111,0.7074,0.1806,212.613,63.8,25.97,5.07,68363,1006
3/13/2023 12:00:00 AM,SysApp,Riahi,0.3593,5.8204,0,-0.1187,-1.9225,0.9967,0.13,0.9891,0.8226,197.781,72.71,23.35,5.38,53586,1247
3/14/2023 12:00:00 AM,CV,AKIL,0.2539,0.29,0.6204,0.4092,0.4674,0.9975,0.321,0.27,0.1662,132.419,42.54,18.28,3.63,47419,167
3/14/2023 12:00:00 AM,CV,BOUFDILI,0.3672,0.401,0.7261,0.5057,0.5523,0.998,0.323,0.1717,0.0954,146.952,35.59,26.44,4,66467,283
3/14/2023 12:00:00 AM,CV,OMAR,0.2911,0.3304,0.6635,0.4388,0.498,0.9942,0.27,0.2909,0.1953,401.763,40.41,20.96,3.73,53561,253
3/14/2023 12:00:00 AM,PSA,PSA 1,0.322,0.4348,0.7413,0.4344,0.5866,0.9979,0.171,0.3943,0.1819,965.95,244.35,139.09,6.99,316324,774
3/14/2023 12:00:00 AM,PSA,PSA 2,0.2648,0.3695,0.714,0.3709,0.5175,0.9975,0.221,0.4077,0.1736,1199.555,271.79,114.4,8.08,247905,545
3/14/2023 12:00:00 AM,PSA,PSA 3,0.2923,0.38,0.7692,0.3801,0.494,0.9974,0.234,0.3862,0.2021,1383.82,267.82,126.29,8.65,272042,654
3/14/2023 12:00:00 AM,SysApp,Mouguina,0.3376,1.0731,2.1848,0.1545,0.4912,0.9974,0.086,0.7591,0.2343,184.14,65.95,26.33,3.73,63635,1079
3/14/2023 12:00:00 AM,SysApp,Riahi,0.3156,70.8752,0,-0.161,-36.159,0.9978,0.124,1.0366,9.2264,98.288,75.47,20.51,5.43,47010,960
3/15/2023 12:00:00 AM,CV,AKIL,0.2908,0.3437,0.6724,0.4325,0.5112,0.9984,0.282,0.285,0.1549,120.6,40.86,20.94,3.82,55735,223
3/15/2023 12:00:00 AM,CV,BOUFDILI,0.324,0.3688,0.7036,0.4605,0.5241,0.9962,0.326,0.2138,0.1052,281.364,38.84,23.33,4.02,62573,255
3/15/2023 12:00:00 AM,CV,OMAR,0.2855,0.3263,0.6948,0.4109,0.4696,0.9967,0.306,0.2835,0.1811,264.548,42.42,20.56,3.4,55121,216
3/15/2023 12:00:00 AM,PSA,PSA 1,0.3414,0.4492,0.7604,0.449,0.5908,0.9978,0.18,0.3713,0.1727,1264.65,238.05,147.48,7.39,317355,796
3/15/2023 12:00:00 AM,PSA,PSA 2,0.2562,0.3597,0.6917,0.3704,0.52,0.9972,0.21,0.4201,0.1859,1363.315,272,110.67,8.45,241616,532
3/15/2023 12:00:00 AM,PSA,PSA 3,0.3026,0.3879,0.7406,0.4086,0.5237,0.9977,0.21,0.3815,0.2073,1272.025,255.49,130.73,7.63,287668,687
3/15/2023 12:00:00 AM,SysApp,Mouguina,0.3709,1.0403,1.75,0.2119,0.5945,0.9955,0.087,0.7008,0.1607,214.002,61.47,28.93,3.49,74874,1135
3/15/2023 12:00:00 AM,SysApp,Riahi,0.4058,2.5483,0,-0.0465,-0.2919,0.9984,0.128,0.9184,0.4874,72.621,68.02,26.38,5.85,63637,1326
3/16/2023 12:00:00 AM,CV,AKIL,0.2333,0.2829,0.6409,0.364,0.4413,0.9979,0.313,0.3235,0.1797,105.6,45.79,16.8,2.88,43126,113
3/16/2023 12:00:00 AM,CV,BOUFDILI,0.2843,0.3311,0.6536,0.4349,0.5066,0.9969,0.3,0.2654,0.1444,198.159,40.69,20.47,4.14,55907,251
3/16/2023 12:00:00 AM,CV,OMAR,0.3171,0.3518,0.7036,0.4507,0.5,0.9983,0.274,0.2752,0.1959,110.82,39.55,22.83,3.67,58263,254
3/16/2023 12:00:00 AM,PSA,PSA 1,0.377,0.476,0.7708,0.4891,0.6175,0.9978,0.165,0.3455,0.1738,1088.405,220.71,162.87,5.86,369076,926
3/16/2023 12:00:00 AM,PSA,PSA 2,0.2552,0.3599,0.6884,0.3707,0.5227,0.9956,0.207,0.4219,0.1847,1956.74,271.87,110.24,9.02,234250,570
3/16/2023 12:00:00 AM,PSA,PSA 3,0.3546,0.435,0.7882,0.4498,0.5518,0.9976,0.213,0.3374,0.1872,1413.985,237.67,153.18,7.61,325659,821
3/16/2023 12:00:00 AM,SysApp,Mouguina,0.3087,1.0616,2.3342,0.1323,0.4548,0.9963,0.102,0.7654,0.1934,227.27,67.68,24.08,4.45,63250,811
3/16/2023 12:00:00 AM,SysApp,Riahi,0.3511,2.6883,0,-0.0708,-0.5421,0.9975,0.148,0.9225,0.4064,155.815,69.6,22.82,6.55,61973,1069
3/17/2023 12:00:00 AM,CV,AKIL,0.2105,0.262,0.6207,0.3391,0.4222,0.9987,0.33,0.3309,0.167,63.903,47.58,15.15,2.32,39851,92
3/17/2023 12:00:00 AM,CV,BOUFDILI,0.2772,0.3146,0.6473,0.4282,0.486,0.9918,0.318,0.2543,0.1537,482.411,41.17,19.96,3.91,53409,209
3/17/2023 12:00:00 AM,CV,OMAR,0.3037,0.3478,0.7176,0.4231,0.4847,0.9971,0.299,0.278,0.1729,236.637,41.53,21.86,4.36,52287,298
3/17/2023 12:00:00 AM,PSA,PSA 1,0.2976,0.4106,0.7228,0.4118,0.5681,0.9981,0.177,0.4117,0.1883,1052.37,254.11,128.58,7.8,283848,845
3/17/2023 12:00:00 AM,PSA,PSA 2,0.258,0.3628,0.7139,0.3614,0.5082,0.9977,0.209,0.4297,0.1981,1067.165,275.86,111.48,8.54,234584,605
3/17/2023 12:00:00 AM,PSA,PSA 3,0.2905,0.3725,0.7584,0.383,0.4912,0.998,0.267,0.3503,0.1668,817.6,266.55,125.48,7.37,278595,726
3/17/2023 12:00:00 AM,SysApp,Mouguina,0.3028,0.8402,1.7482,0.1732,0.4806,0.9966,0.132,0.6943,0.152,180.503,64.49,23.62,5.04,68647,869
3/17/2023 12:00:00 AM,SysApp,Riahi,0.3623,2.714,0,-0.0739,-0.5536,0.9987,0.125,0.9491,0.6186,69.854,69.8,23.55,7.48,61373,1306
3/18/2023 12:00:00 AM,CV,BOUFDILI,0.2555,0.2844,0.6671,0.3831,0.4263,0.998,0.369,0.2478,0.1628,92.29,44.42,18.4,4.51,47875,206
3/18/2023 12:00:00 AM,PSA,PSA 2,0.1937,0.3059,0.6908,0.2803,0.4428,0.9977,0.214,0.5058,0.2194,682.61,310.89,83.67,9.85,165542,479
3/18/2023 12:00:00 AM,SysApp,Mouguina,0.3791,0.9861,1.7582,0.2156,0.5609,0.9969,0.11,0.6744,0.153,206.015,61.18,29.57,4.28,76954,1055
3/19/2023 12:00:00 AM,CV,BOUFDILI,0.2518,0.3088,0.6647,0.3789,0.4647,0.9958,0.349,0.2717,0.1069,242.157,44.72,18.13,4.71,48263,224
3/19/2023 12:00:00 AM,PSA,PSA 2,0.2033,0.3209,0.6851,0.2967,0.4685,0.9962,0.191,0.5128,0.2307,1086.385,303.83,87.81,8.59,187703,483
3/20/2023 12:00:00 AM,CV,AKIL,0.2338,0.2907,0.6442,0.363,0.4513,0.9973,0.334,0.3033,0.1338,135.62,45.86,16.84,3.75,42340,158
3/20/2023 12:00:00 AM,CV,BOUFDILI,0.2711,0.3048,0.6574,0.4124,0.4636,0.9944,0.344,0.2437,0.1497,267.989,37.61,17.35,4.42,44971,213
3/20/2023 12:00:00 AM,CV,OMAR,0.3171,0.3643,0.7036,0.4506,0.5178,0.9967,0.269,0.2803,0.173,166.96,39.55,22.83,3.16,58812,267
3/20/2023 12:00:00 AM,PSA,PSA 1,0.3072,0.3991,0.7176,0.4281,0.5561,0.9984,0.19,0.3817,0.1968,638.96,247.06,132.71,6.39,304231,656
3/20/2023 12:00:00 AM,PSA,PSA 2,0.2297,0.321,0.6838,0.3358,0.4694,0.9974,0.207,0.4571,0.2412,1061.47,286.92,99.21,8.95,219679,526
3/20/2023 12:00:00 AM,PSA,PSA 3,0.2633,0.3559,0.7149,0.3684,0.4978,0.9968,0.218,0.4137,0.2077,1053.465,272.87,113.76,7.09,248371,555
3/20/2023 12:00:00 AM,SysApp,Mouguina,0.2169,0.9,1.4777,0.1468,0.6091,0.9979,0.063,0.7903,0.1297,55.93,55.46,14.1,5.06,34402,1043
3/20/2023 12:00:00 AM,SysApp,Riahi,0.1499,0.9356,2.8424,0.0527,0.3292,0.9968,0.088,0.8588,0.1186,115.815,73.89,11.69,11.05,26469,1151
3/21/2023 12:00:00 AM,CV,AKIL,0.2356,0.2786,0.6647,0.3544,0.4191,0.9981,0.323,0.3229,0.1992,97.73,46.48,16.96,4.04,43833,177
3/21/2023 12:00:00 AM,CV,BOUFDILI,0.2912,0.328,0.673,0.4328,0.4874,0.9968,0.318,0.2493,0.1544,184.504,40.84,20.97,4.36,55208,243
3/21/2023 12:00:00 AM,CV,OMAR,0.2738,0.321,0.6735,0.4066,0.4766,0.9979,0.259,0.3347,0.2202,127.549,42.73,19.72,4.11,52950,293
3/21/2023 12:00:00 AM,PSA,PSA 1,0.3034,0.3985,0.733,0.4138,0.5437,0.9981,0.194,0.392,0.2013,874.375,253.22,131.05,7.13,305607,833
3/21/2023 12:00:00 AM,PSA,PSA 2,0.2525,0.3481,0.69,0.366,0.5044,0.9974,0.201,0.4331,0.2186,1073.6,273.89,109.1,9.6,239212,611
3/21/2023 12:00:00 AM,PSA,PSA 3,0.2694,0.3561,0.7438,0.3622,0.4787,0.9972,0.226,0.4122,0.2232,1137.305,275.52,116.39,8.99,260784,678
3/21/2023 12:00:00 AM,SysApp,Mouguina,0.2131,1.1446,3.123,0.0682,0.3665,0.9964,0.085,0.8473,0.1795,77.093,60.57,13.85,5.89,35275,882
3/21/2023 12:00:00 AM,SysApp,Riahi,0.2079,0.8341,1.6299,0.1275,0.5117,0.9974,0.093,0.7793,0.1145,94.782,68.05,16.22,7.42,36876,997
3/22/2023 12:00:00 AM,CV,AKIL,0.2424,0.2882,0.6684,0.3627,0.4311,0.9969,0.336,0.301,0.1692,167.125,45.89,17.46,4.25,47934,245
3/22/2023 12:00:00 AM,CV,BOUFDILI,0.2459,0.2739,0.6828,0.3601,0.4011,0.994,0.374,0.2654,0.1817,244.453,35.83,13.77,6.04,35117,219
3/22/2023 12:00:00 AM,CV,OMAR,0.2325,0.2767,0.6788,0.3424,0.4076,0.9939,0.321,0.3369,0.2108,309.365,47.34,16.74,6.05,42334,294
3/22/2023 12:00:00 AM,PSA,PSA 1,0.3095,0.4074,0.7258,0.4264,0.5614,0.9982,0.194,0.3798,0.1834,1077.615,247.8,133.69,7.04,305131,736
3/22/2023 12:00:00 AM,PSA,PSA 2,0.2538,0.3555,0.6983,0.3634,0.5091,0.9978,0.206,0.4309,0.2028,1045.715,275,109.64,9.01,225173,582
3/22/2023 12:00:00 AM,PSA,PSA 3,0.2625,0.3434,0.7311,0.3591,0.4697,0.9981,0.22,0.4211,0.2428,881.04,276.87,113.41,8.01,258331,749
3/22/2023 12:00:00 AM,SysApp,Mouguina,0.2194,0.9504,2.1258,0.1032,0.4471,0.9972,0.099,0.7979,0.1245,98.281,58.29,14.26,7.4,36426,959
3/22/2023 12:00:00 AM,SysApp,Riahi,0.173,0.5607,0.8702,0.1988,0.6443,0.994,0.08,0.7209,0.0955,206.995,62.49,13.5,7.23,33709,992
3/23/2023 12:00:00 AM,CV,AKIL,0.332,0.3853,0.6891,0.4817,0.5591,0.9977,0.259,0.2588,0.1398,140.154,37.31,23.9,4.22,64242,350
3/23/2023 12:00:00 AM,CV,BOUFDILI,0.2284,0.267,0.6292,0.363,0.4244,0.9962,0.359,0.2782,0.1563,228.863,45.86,16.45,5.84,44576,228
3/23/2023 12:00:00 AM,PSA,PSA 2,0.2614,0.35,0.6879,0.38,0.5089,0.9981,0.212,0.408,0.2074,920.76,267.83,112.93,10.52,240137,637
3/23/2023 12:00:00 AM,PSA,PSA 3,0.3156,0.3951,0.7463,0.4228,0.5294,0.9984,0.207,0.3699,0.2111,822.405,249.33,136.32,8.65,301258,797
3/23/2023 12:00:00 AM,SysApp,Mouguina,0.2584,0.5063,0.6676,0.3872,0.7584,0.9962,0.08,0.533,0.0852,78.421,39.84,16.8,4.82,44508,810
3/23/2023 12:00:00 AM,SysApp,Riahi,0.212,0.3353,0.4552,0.4656,0.7367,0.9976,0.072,0.4621,0.149,98.075,41.68,16.53,5.62,40125,912
3/24/2023 12:00:00 AM,CV,AKIL,0.2281,0.2784,0.6309,0.3615,0.4413,0.9961,0.259,0.3792,0.2421,133.413,45.97,16.42,4.86,42064,254
3/24/2023 12:00:00 AM,CV,BOUFDILI,0.2002,0.2338,0.5972,0.3352,0.3914,0.9979,0.397,0.2674,0.1446,133.353,47.86,14.41,4.49,37456,142
3/24/2023 12:00:00 AM,PSA,PSA 2,0.2452,0.3299,0.6697,0.3661,0.4926,0.9966,0.221,0.4132,0.2105,1126.56,273.86,105.91,10.26,227587,584
3/24/2023 12:00:00 AM,PSA,PSA 3,0.3223,0.391,0.7661,0.4207,0.5104,0.9982,0.214,0.365,0.2296,1140.92,250.27,139.23,8.76,304347,759
3/24/2023 12:00:00 AM,SysApp,Mouguina,0.2401,0.4903,0.6523,0.3681,0.7516,0.995,0.079,0.5534,0.0881,161.883,41.08,15.61,5.32,43887,861
3/24/2023 12:00:00 AM,SysApp,Riahi,0.1804,0.4895,0.6732,0.2679,0.7272,0.9941,0.068,0.6637,0.0872,286.718,57.1,14.07,7.56,36364,933
3/25/2023 12:00:00 AM,CV,AKIL,0.149,0.1699,0.5526,0.2696,0.3074,0.998,0.453,0.2777,0.1764,71.314,52.59,10.73,3.2,26821,55
3/25/2023 12:00:00 AM,PSA,PSA 3,0.2813,0.3436,0.7074,0.3976,0.4858,0.9976,0.224,0.3782,0.2403,916,260.24,121.5,9.43,269986,707
3/25/2023 12:00:00 AM,SysApp,Riahi,0.211,0.4703,0.6411,0.3292,0.7336,0.993,0.082,0.5893,0.0847,262.11,52.33,16.46,6.32,43152,899
3/26/2023 12:00:00 AM,CV,AKIL,0.2389,0.2869,0.7076,0.3376,0.4054,0.997,0.333,0.329,0.1944,176.63,37.09,13.38,4.54,33593,219
3/26/2023 12:00:00 AM,PSA,PSA 3,0.2957,0.3631,0.7372,0.4011,0.4926,0.9982,0.235,0.364,0.219,1013.19,258.73,127.73,8.12,296929,728
3/27/2023 12:00:00 AM,CV,AKIL,0.2484,0.2924,0.6633,0.3744,0.4408,0.9979,0.325,0.3009,0.177,124.726,45.04,17.88,4.97,48141,224
3/27/2023 12:00:00 AM,CV,BOUFDILI,0.2558,0.2749,0.6175,0.4143,0.4452,0.9977,0.391,0.1946,0.1346,132.233,42.17,18.42,5.18,49291,216
3/27/2023 12:00:00 AM,CV,OMAR,0.3133,0.3482,0.6849,0.4575,0.5084,0.9953,0.297,0.2452,0.1612,230.403,39.06,22.56,5.22,59715,313
3/27/2023 12:00:00 AM,PSA,PSA 1,0.3243,0.3824,0.7288,0.445,0.5247,0.9976,0.214,0.3409,0.2228,1231.765,239.76,140.1,8.36,304170,733
3/27/2023 12:00:00 AM,PSA,PSA 2,0.1931,0.2805,0.6082,0.3175,0.4611,0.9963,0.218,0.4642,0.2217,865.135,300.32,84.95,10.75,172670,613
3/27/2023 12:00:00 AM,PSA,PSA 3,0.3032,0.3669,0.7403,0.4096,0.4956,0.9974,0.237,0.3535,0.2177,1144.655,250.35,128.55,7.7,280643,685
3/27/2023 12:00:00 AM,SysApp,Mouguina,0.2496,0.528,0.6932,0.36,0.7617,0.9929,0.062,0.5778,0.1067,227.996,49.92,19.47,4.9,50392,970
3/27/2023 12:00:00 AM,SysApp,Riahi,0.2616,0.4909,0.7629,0.3429,0.6434,0.9954,0.09,0.5672,0.1881,182.145,42.71,17.01,9.89,37833,1183
3/28/2023 12:00:00 AM,CV,AKIL,0.2605,0.3227,0.6731,0.387,0.4795,0.9976,0.315,0.2985,0.1307,127.151,44.14,18.75,4.54,46998,239
3/28/2023 12:00:00 AM,CV,BOUFDILI,0.3285,0.3531,0.7096,0.4629,0.4976,0.9971,0.365,0.1724,0.1104,223.102,38.67,23.65,4.85,60316,298
3/28/2023 12:00:00 AM,CV,OMAR,0.3199,0.3616,0.7005,0.4567,0.5161,0.9986,0.297,0.2463,0.1482,96.09,39.12,23.04,5.26,58277,285
3/28/2023 12:00:00 AM,PSA,PSA 1,0.3019,0.3636,0.6998,0.4315,0.5196,0.9973,0.203,0.3657,0.2363,1216.62,245.6,130.44,8.12,282167,671
3/28/2023 12:00:00 AM,PSA,PSA 2,0.2549,0.3812,0.6704,0.3802,0.5686,0.9973,0.174,0.4456,0.1709,898.09,267.75,110.12,7.42,250408,806
3/28/2023 12:00:00 AM,PSA,PSA 3,0.3057,0.3769,0.758,0.4032,0.4972,0.9974,0.235,0.3613,0.2124,1231.395,257.8,132.05,8.15,305288,734
3/28/2023 12:00:00 AM,SysApp,Mouguina,0.2347,0.5031,0.661,0.3551,0.7612,0.9971,0.067,0.5775,0.0943,104.698,50.3,18.31,4.59,48366,820
3/28/2023 12:00:00 AM,SysApp,Riahi,0.2514,0.5421,0.7544,0.3333,0.7185,0.9966,0.077,0.5897,0.1155,162.416,43.34,16.34,7.05,37055,976
3/29/2023 12:00:00 AM,CV,AKIL,0.3266,0.3956,0.7259,0.4499,0.545,0.9984,0.25,0.3005,0.1527,112.31,39.6,23.52,4.45,59545,321
3/29/2023 12:00:00 AM,CV,BOUFDILI,0.2266,0.2462,0.6114,0.3707,0.4027,0.9965,0.452,0.1769,0.1057,234.6,45.31,16.32,5.06,42475,166
3/29/2023 12:00:00 AM,CV,OMAR,0.2317,0.2769,0.6111,0.3792,0.4531,0.9984,0.297,0.3237,0.1918,81.12,44.7,16.68,4.7,43793,203
3/29/2023 12:00:00 AM,PSA,PSA 1,0.316,0.3753,0.6882,0.4592,0.5453,0.9978,0.207,0.3342,0.2093,1298.425,233.63,136.51,8.82,305008,735
3/29/2023 12:00:00 AM,PSA,PSA 2,0.2851,0.4069,0.7296,0.3908,0.5578,0.9985,0.192,0.4169,0.1676,696.835,263.19,123.15,7.96,275187,858
3/29/2023 12:00:00 AM,PSA,PSA 3,0.3205,0.3844,0.7473,0.4288,0.5144,0.998,0.222,0.349,0.2191,991.115,246.76,138.44,7.88,303607,781
3/29/2023 12:00:00 AM,SysApp,Mouguina,0.2511,0.5015,0.6702,0.3746,0.7483,0.9951,0.079,0.5468,0.0947,200.668,48.78,19.58,4.64,49208,758
3/29/2023 12:00:00 AM,SysApp,Riahi,0.2506,0.5577,0.7261,0.3452,0.768,0.9983,0.072,0.5824,0.0708,72.094,42.56,16.29,6.44,36910,1119
3/30/2023 12:00:00 AM,CV,AKIL,0.2564,0.3231,0.6651,0.3855,0.4857,0.9989,0.319,0.2952,0.1119,32.385,19.67,8.2,5.29,22398,239
3/30/2023 12:00:00 AM,CV,BOUFDILI,0.3256,0.3573,0.6929,0.4699,0.5157,0.9977,0.368,0.1624,0.0807,156.274,38.17,23.44,4.62,60746,288
3/30/2023 12:00:00 AM,CV,OMAR,0.2745,0.3295,0.6481,0.4235,0.5084,0.9975,0.274,0.3024,0.1624,128.36,41.51,19.76,5.06,52587,286
3/30/2023 12:00:00 AM,PSA,PSA 1,0.2783,0.3282,0.693,0.4016,0.4736,0.9975,0.256,0.3421,0.2241,1167.715,258.53,120.22,11.39,242108,573
3/30/2023 12:00:00 AM,PSA,PSA 2,0.2611,0.4004,0.7382,0.3537,0.5424,0.9981,0.195,0.4509,0.158,665.96,279.19,112.81,7.95,243198,689
3/30/2023 12:00:00 AM,PSA,PSA 3,0.3093,0.3796,0.7673,0.4032,0.4947,0.9977,0.233,0.3641,0.2197,985.44,257.84,133.64,7.6,291307,701
3/30/2023 12:00:00 AM,SysApp,Mouguina,0.2414,0.4888,0.6418,0.3762,0.7615,0.9945,0.067,0.5571,0.1034,146.794,48.66,18.83,5.32,51351,1007
3/30/2023 12:00:00 AM,SysApp,Riahi,0.2521,0.5906,0.7583,0.3325,0.7789,0.9964,0.065,0.602,0.0676,93.813,43.39,16.39,6.23,38452,1131
4/2/2023 12:00:00 AM,CV,OMAR,0.23,0.2714,0.6718,0.3423,0.404,0.9971,0.368,0.2902,0.1622,95.125,47.35,16.56,7.54,42650,329
4/2/2023 12:00:00 AM,PSA,PSA 1,0.2878,0.362,0.7214,0.399,0.5018,0.9972,0.229,0.3721,0.2104,1284.44,259.64,124.34,9.34,257747,722
4/3/2023 12:00:00 AM,CV,AKIL,0.2516,0.3212,0.6798,0.3701,0.4725,0.9985,0.332,0.2975,0.1031,104.393,45.35,18.11,4.4,47684,235
4/3/2023 12:00:00 AM,CV,BOUFDILI,0.3375,0.3617,0.7013,0.4813,0.5157,0.9967,0.32,0.1987,0.1414,177.64,37.35,24.3,4.66,64729,296
4/3/2023 12:00:00 AM,CV,OMAR,0.1931,0.2586,0.6171,0.313,0.4191,0.9961,0.269,0.4183,0.221,133.52,49.46,13.91,5.64,35293,249
4/3/2023 12:00:00 AM,PSA,PSA 1,0.2894,0.3489,0.73,0.3965,0.478,0.9973,0.246,0.3579,0.226,1235.04,255.88,122.72,9.65,250717,615
4/3/2023 12:00:00 AM,PSA,PSA 2,0.2585,0.3638,0.7065,0.3659,0.5149,0.9971,0.189,0.4455,0.2196,1300.345,273.94,111.67,9.12,227101,589
4/3/2023 12:00:00 AM,PSA,PSA 3,0.27,0.3495,0.717,0.3766,0.4875,0.9983,0.232,0.391,0.2118,619.675,269.29,116.66,7.73,263560,783
4/3/2023 12:00:00 AM,SysApp,Mouguina,0.2361,0.5151,0.6857,0.3443,0.7512,0.9969,0.062,0.5936,0.1131,83.752,42.62,15.34,4.85,37938,844
4/3/2023 12:00:00 AM,SysApp,Riahi,0.178,0.5336,0.7015,0.2537,0.7607,0.9978,0.043,0.7036,0.1111,74.195,58.21,13.88,6.64,33062,1438
4/4/2023 12:00:00 AM,CV,AKIL,0.2415,0.3106,0.7035,0.3432,0.4416,0.998,0.281,0.3758,0.197,95.551,47.29,17.39,4.19,42728,227
4/4/2023 12:00:00 AM,CV,BOUFDILI,0.3107,0.3386,0.6931,0.4482,0.4885,0.998,0.345,0.2064,0.1351,160.092,39.73,22.37,5.38,57285,276
4/4/2023 12:00:00 AM,CV,OMAR,0.2054,0.2777,0.7095,0.2895,0.3913,0.9947,0.311,0.3998,0.1887,217.905,51.16,14.79,6.14,37532,238
4/4/2023 12:00:00 AM,PSA,PSA 1,0.2723,0.3235,0.6875,0.3961,0.4705,0.9966,0.274,0.3301,0.2043,1764.31,260.88,117.65,9.71,257482,638
4/4/2023 12:00:00 AM,PSA,PSA 2,0.2384,0.3442,0.6888,0.3461,0.4998,0.9966,0.21,0.4437,0.1967,1248.85,282.47,102.99,9.65,219634,562
4/4/2023 12:00:00 AM,PSA,PSA 3,0.2955,0.3677,0.7511,0.3935,0.4896,0.9971,0.264,0.3425,0.1819,1194.065,262.02,127.67,7.18,282407,798
4/4/2023 12:00:00 AM,SysApp,Mouguina,0.2572,0.5298,0.6575,0.3912,0.8058,0.9947,0.047,0.5622,0.0983,154.959,39.57,16.72,3.1,43459,853
